x,y,z,x_quat,y_quat,z_quat,w_quat
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89616.388688,43148.799742,6.231883,0.000000,0.000000,0.874733,0.484605
89666.094672,43124.684125,6.381404,0.000000,0.000000,-0.868327,0.495991
89666.329436,43124.065773,6.381359,0.000000,0.000000,-0.868327,0.495991
89666.645796,43124.559601,6.381257,0.000000,0.000000,-0.868327,0.495991
89666.762074,43124.638991,6.381261,0.000000,0.000000,-0.868327,0.495991
89666.742403,43124.767317,6.381247,0.000000,0.000000,-0.868327,0.495991
89666.817971,43124.792796,6.381244,0.000000,0.000000,-0.868327,0.495991
89666.976605,43124.929387,6.381265,0.000000,0.000000,-0.868327,0.495991
89666.995674,43124.939005,6.381097,0.000000,0.000000,-0.868327,0.495991
89666.972095,43125.020744,6.381150,0.000000,0.000000,-0.868327,0.495991
89666.910292,43125.036245,6.381143,0.000000,0.000000,-0.868327,0.495991
89667.037871,43125.046014,6.381133,0.000000,0.000000,-0.868327,0.495991
89666.966772,43124.992668,6.381096,0.000000,0.000000,-0.868327,0.495991
89666.969222,43125.065035,6.381082,0.000000,0.000000,-0.868327,0.495991
89666.928666,43125.065157,6.381073,0.000000,0.000000,-0.868327,0.495991
89666.991321,43125.126453,6.381030,0.000000,0.000000,-0.868327,0.495991
89667.028641,43125.053458,6.380970,0.000000,0.000000,-0.868327,0.495991
89666.969075,43125.005939,6.381014,0.000000,0.000000,-0.868327,0.495991
89665.998386,43124.321195,6.379199,0.000000,0.000000,-0.868327,0.495991
89665.577686,43124.088886,6.380916,0.000000,0.000000,-0.868327,0.495991
89664.953731,43123.740847,6.380637,0.000000,0.000000,-0.965771,0.259397
89664.225684,43123.299430,6.379872,0.000000,0.000000,-0.965771,0.259397
89663.409854,43122.754018,6.375867,0.000000,0.000000,-0.965771,0.259397
89662.609450,43122.163761,6.369057,0.000000,0.000000,-0.965771,0.259397
89661.846701,43121.424539,6.363265,0.000000,0.000000,-0.958761,0.284215
89661.231505,43120.734053,6.360065,0.000000,0.000000,-0.958761,0.284215
89660.491099,43120.147405,6.357610,0.000000,0.000000,-0.958761,0.284215
89659.618937,43119.477969,6.339056,0.000000,0.000000,-0.970512,0.241052
89658.710111,43118.818404,6.328212,0.000000,0.000000,-0.970512,0.241052
89657.905693,43118.341408,6.322268,0.000000,0.000000,-0.970512,0.241052
89657.033604,43117.902672,6.322391,0.000000,0.000000,-0.970512,0.241052
89656.152850,43117.587468,6.312654,0.000000,0.000000,-0.970512,0.241052
89655.130288,43117.411822,6.303894,0.000000,0.000000,0.995388,0.095934
89654.105915,43117.381668,6.302164,0.000000,0.000000,0.995388,0.095934
89653.122860,43117.457674,6.303670,0.000000,0.000000,0.995388,0.095934
89652.183769,43117.651475,6.311288,0.000000,0.000000,0.986880,0.161457
89651.105438,43118.020008,6.316308,0.000000,0.000000,0.986880,0.161457
89650.047241,43118.500482,6.325891,0.000000,0.000000,0.986880,0.161457
89648.753200,43118.977610,6.321639,0.000000,0.000000,0.982839,0.184466
89646.800671,43119.643261,6.316847,0.000000,0.000000,0.982839,0.184466
89643.849759,43120.963290,6.300031,0.000000,0.000000,0.982839,0.184466
89640.130621,43122.924109,6.291974,0.000000,0.000000,0.962200,0.272343
89635.985868,43125.701152,6.255406,0.000000,0.000000,0.922506,0.385984
89631.667829,43129.876230,6.224889,0.000000,0.000000,0.880755,0.473572
89627.543766,43135.433343,6.235490,0.000000,0.000000,0.886576,0.462583
89623.341459,43141.681830,6.231204,0.000000,0.000000,0.886023,0.463642
89618.286333,43148.341024,6.232086,0.000000,0.000000,0.881734,0.471747
89613.586388,43156.062488,6.238888,0.000000,0.000000,0.798825,0.601564
89614.461740,43165.038356,6.296102,0.000000,0.000000,0.332024,0.943271
89622.846418,43166.505156,6.338504,0.000000,0.000000,-0.372298,0.928113
89627.614391,43158.926476,6.364995,0.000000,0.000000,-0.535709,0.844403
89630.468035,43150.240304,6.344259,0.000000,0.000000,-0.477121,0.878837
89636.550944,43142.401607,6.313978,0.000000,0.000000,-0.352614,0.935769
89644.233920,43136.918491,6.311141,0.000000,0.000000,0.343524,0.939144
89649.648440,43142.728238,6.334949,0.000000,0.000000,0.699456,0.714676
89643.945121,43150.107336,6.363420,0.000000,0.000000,0.882001,0.471247
89639.500777,43158.278348,6.371365,0.000000,0.000000,0.899436,0.437053
89638.210640,43162.528266,6.551189,0.000000,0.000000,0.909045,0.416698
89638.214725,43162.502356,6.566325,0.000000,0.000000,0.909045,0.416698
89638.219782,43162.568674,6.566413,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
89638.237692,43162.492448,6.567987,0.000000,0.000000,0.909045,0.416698
